C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_238.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_238.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_238.jpg,0,0,0,13.005
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_304.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_304.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_304.jpg,0,0,0,12.89582
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_376.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_376.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_376.jpg,-0.1,0,0,13.37285
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_455.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_455.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_455.jpg,-0.3,0,0,13.22854
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_534.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_534.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_534.jpg,-0.5000001,0,0,13.05339
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_602.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_602.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_602.jpg,0,0,0,12.95745
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_680.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_680.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_680.jpg,0,0,0,12.84676
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_756.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_756.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_756.jpg,0,0,0,12.28918
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_835.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_835.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_835.jpg,0,0,0,12.18943
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_903.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_903.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_903.jpg,0,0,0,12.09874
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_31_982.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_31_982.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_31_982.jpg,0,0,0,12.03864
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_32_064.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_32_064.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_32_064.jpg,0,0,0,11.95145
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_32_137.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_32_137.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_32_137.jpg,0,0,0,12.12715
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_32_217.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_32_217.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_32_217.jpg,0,0,0,12.03224
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_32_305.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_32_305.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_32_305.jpg,0,0,0,11.69885
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_32_375.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_32_375.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_32_375.jpg,0,0.03185069,0,11.84319
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_32_454.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_32_454.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_32_454.jpg,0,0.2698931,0,11.87342
C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\center_2019_03_29_13_59_32_522.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\left_2019_03_29_13_59_32_522.jpg,C:\Users\Sondre\Desktop\TDT4265 øvinger\Prosjekt\ComputerVision\Project\recordings\IMG\right_2019_03_29_13_59_32_522.jpg,0,0.5127773,0,12.25634
